"","stringency_index","cases_pm","vaxxed_ph","deaths_pm","date","iso_code","continent","country","positive_rate","population","accept","death_group","cases_group"
"1",60.19,210.536,NA,4.077,2020-12-21,"ALB","Europe","Albania",0.2514,2872934,0.596177258231421,"high","high"
"2",56.48,156.485,NA,3.282,2020-12-28,"ALB","Europe","Albania",0.2159,2872934,0.603211442973523,"high","high"
"3",56.48,151.712,NA,1.74,2021-01-04,"ALB","Europe","Albania",0.215,2872934,0.612084751714678,"average","high"
"4",60.19,216.205,NA,2.387,2021-01-11,"ALB","Europe","Albania",0.1812,2872934,0.660815628851541,"high","high"
"5",60.19,199.448,0.02,1.691,2021-01-18,"ALB","Europe","Albania",0.181,2872934,0.594715601649059,"average","high"
"6",60.19,240.173,NA,2.138,2021-01-25,"ALB","Europe","Albania",0.228,2872934,0.641278194756554,"high","high"
"7",60.19,307.302,NA,3.431,2021-02-01,"ALB","Europe","Albania",0.2498,2872934,0.634886045944413,"high","high"
"8",60.19,362.845,NA,3.928,2021-02-08,"ALB","Europe","Albania",0.3044,2872934,0.632407375394322,"high","high"
"9",60.19,375.972,NA,4.724,2021-02-15,"ALB","Europe","Albania",0.2851,2872934,0.681316594774464,"high","high"
"10",60.19,369.707,0.21,5.669,2021-02-22,"ALB","Europe","Albania",0.2992,2872934,0.702381728688308,"high","high"
"11",60.19,330.474,NA,6.713,2021-03-01,"ALB","Europe","Albania",0.2581,2872934,0.668387751130145,"high","high"
"12",60.19,280.898,NA,6.962,2021-03-08,"ALB","Europe","Albania",0.2528,2872934,0.689894475950527,"high","high"
"13",60.19,220.631,NA,5.171,2021-03-15,"ALB","Europe","Albania",0.1996,2872934,0.664716559547572,"high","high"
"14",60.19,175.381,NA,4.227,2021-03-22,"ALB","Europe","Albania",0.1703,2872934,0.656291090771558,"high","high"
"15",60.19,142.96,NA,3.53,2021-03-29,"ALB","Europe","Albania",0.1562,2872934,0.663528902823709,"high","high"
"16",60.19,118.147,NA,2.884,2021-04-05,"ALB","Europe","Albania",0.121,2872934,0.701606818500539,"high","average"
"17",54.63,85.676,NA,2.337,2021-04-12,"ALB","Europe","Albania",0.0913,2872934,0.659154776508972,"high","average"
"18",54.63,58.477,NA,1.293,2021-04-19,"ALB","Europe","Albania",0.0655,2872934,0.644490882666667,"average","average"
"19",54.63,45.349,NA,1.591,2021-04-26,"ALB","Europe","Albania",0.0495,2872934,0.653036776720351,"average","average"
"20",63.89,33.316,NA,0.995,2021-05-03,"ALB","Europe","Albania",0.0413,2872934,0.632506844135802,"average","average"
"21",60.19,23.719,NA,0.845,2021-05-10,"ALB","Europe","Albania",0.0261,2872934,0.624843395531164,"average","low"
"22",60.19,13.873,15.91,0.945,2021-05-17,"ALB","Europe","Albania",0.0146,2872934,0.687274151781707,"average","low"
"23",46.3,9.1,16.54,0.497,2021-05-24,"ALB","Europe","Albania",0.0088,2872934,0.657558211157456,"average","low"
"24",46.3,4.973,16.92,0.298,2021-05-31,"ALB","Europe","Albania",0.0051,2872934,0.671885788169869,"low","low"
"25",37.96,3.431,17.17,0.05,2021-06-07,"ALB","Europe","Albania",0.0034,2872934,0.660315055268595,"low","low"
"26",37.96,3.829,17.67,0.05,2021-06-14,"ALB","Europe","Albania",NA,2872934,0.611735420735383,"low","low"
"27",37.96,1.442,18.09,0.05,2021-06-21,"ALB","Europe","Albania",NA,2872934,0.575919784380306,"low","low"
"28",37.96,1.144,19.05,0.099,2021-06-28,"ALB","Europe","Albania",NA,2872934,0.522176814993122,"low","low"
"29",37.96,1.193,19.99,0,2021-07-05,"ALB","Europe","Albania",NA,2872934,0.563329629744866,"low","low"
"30",37.96,2.984,20.55,0,2021-07-12,"ALB","Europe","Albania",NA,2872934,0.523550033694344,"low","low"
"31",37.96,4.973,NA,0,2021-07-19,"ALB","Europe","Albania",NA,2872934,0.491724267825045,"low","low"
"32",37.96,9.647,NA,0,2021-07-26,"ALB","Europe","Albania",NA,2872934,0.498451164899882,"low","low"
"33",37.96,12.68,23.6,0.05,2021-08-02,"ALB","Europe","Albania",NA,2872934,0.468209421267894,"low","low"
"34",37.96,41.521,NA,0.149,2021-08-09,"ALB","Europe","Albania",NA,2872934,0.559504017265193,"low","average"
"35",37.96,107.705,26.38,0.298,2021-08-16,"ALB","Europe","Albania",NA,2872934,0.507109913347309,"low","average"
"36",38.89,177.718,27.59,0.597,2021-08-23,"ALB","Europe","Albania",NA,2872934,0.493934226388889,"average","high"
"37",38.89,279.058,28.69,0.845,2021-08-30,"ALB","Europe","Albania",NA,2872934,0.525686110231023,"average","high"
"38",38.89,306.605,30.12,1.193,2021-09-06,"ALB","Europe","Albania",NA,2872934,0.528082540951123,"average","high"
"39",41.67,295.218,31.36,1.442,2021-09-13,"ALB","Europe","Albania",NA,2872934,0.404471303882195,"average","high"
"40",41.67,296.76,32.06,1.939,2021-09-20,"ALB","Europe","Albania",NA,2872934,0.454956159479251,"high","high"
"41",41.67,237.885,32.68,3.282,2021-09-27,"ALB","Europe","Albania",NA,2872934,0.401623818181818,"high","high"
"42",46.3,179.309,33.17,2.984,2021-10-04,"ALB","Europe","Albania",NA,2872934,0.453741004314064,"high","high"
"43",46.3,167.524,NA,3.182,2021-10-11,"ALB","Europe","Albania",NA,2872934,0.435850916510319,"high","high"
"44",46.3,150.419,34.2,2.586,2021-10-18,"ALB","Europe","Albania",NA,2872934,0.398085629598662,"high","high"
"45",46.3,187.563,34.84,2.536,2021-10-25,"ALB","Europe","Albania",NA,2872934,0.444860032743363,"high","high"
"46",46.3,175.878,35.44,2.536,2021-11-01,"ALB","Europe","Albania",NA,2872934,0.442255692164179,"high","high"
"47",46.3,191.84,NA,1.74,2021-11-08,"ALB","Europe","Albania",NA,2872934,0.36410728989899,"average","high"
"48",45.37,194.624,NA,1.541,2021-11-15,"ALB","Europe","Albania",NA,2872934,0.347346024033438,"average","high"
"49",72.22,9.804,NA,0.211,2020-12-21,"DZA","Africa","Algeria",NA,44616626,0.358516888643678,"low","low"
"50",72.22,9.516,NA,0.199,2020-12-28,"DZA","Africa","Algeria",NA,44616626,0.353853131169922,"low","low"
"51",72.22,6.449,NA,0.128,2021-01-04,"DZA","Africa","Algeria",NA,44616626,0.353338359537822,"low","low"
"52",72.22,5.52,NA,0.112,2021-01-11,"DZA","Africa","Algeria",NA,44616626,0.360677909781203,"low","low"
"53",72.22,5.517,NA,0.09,2021-01-18,"DZA","Africa","Algeria",NA,44616626,0.360996587982833,"low","low"
"54",72.22,5.642,NA,0.083,2021-01-25,"DZA","Africa","Algeria",NA,44616626,0.334939769248965,"low","low"
"55",72.22,5.52,NA,0.09,2021-02-01,"DZA","Africa","Algeria",NA,44616626,0.378050431356398,"low","low"
"56",72.22,5.555,NA,0.077,2021-02-08,"DZA","Africa","Algeria",NA,44616626,0.412752423651326,"low","low"
"57",72.22,5.062,NA,0.08,2021-02-15,"DZA","Africa","Algeria",NA,44616626,0.433325539125225,"low","low"
"58",69.44,3.842,NA,0.067,2021-02-22,"DZA","Africa","Algeria",NA,44616626,0.410599464811058,"low","low"
"59",69.44,3.717,NA,0.074,2021-03-01,"DZA","Africa","Algeria",NA,44616626,0.425554575623995,"low","low"
"60",72.22,3.609,NA,0.099,2021-03-08,"DZA","Africa","Algeria",NA,44616626,0.429670486236396,"low","low"
"61",72.22,3.292,NA,0.07,2021-03-15,"DZA","Africa","Algeria",NA,44616626,0.418690509766212,"low","low"
"62",77.78,2.706,NA,0.067,2021-03-22,"DZA","Africa","Algeria",NA,44616626,0.407394406051239,"low","low"
"63",77.78,2.213,NA,0.074,2021-03-29,"DZA","Africa","Algeria",NA,44616626,0.393159060198254,"low","low"
"64",77.78,2.539,NA,0.077,2021-04-05,"DZA","Africa","Algeria",NA,44616626,0.379921608084359,"low","low"
"65",77.78,2.901,NA,0.083,2021-04-12,"DZA","Africa","Algeria",NA,44616626,0.396184065979657,"low","low"
"66",77.78,3.714,NA,0.083,2021-04-19,"DZA","Africa","Algeria",NA,44616626,0.393940048814915,"low","low"
"67",77.78,4.185,NA,0.183,2021-04-26,"DZA","Africa","Algeria",NA,44616626,0.421999813148219,"low","low"
"68",70.83,5.139,NA,0.202,2021-05-03,"DZA","Africa","Algeria",NA,44616626,0.449521018322476,"low","low"
"69",70.83,5.03,NA,0.176,2021-05-10,"DZA","Africa","Algeria",NA,44616626,0.455673886162905,"low","low"
"70",61.57,3.833,NA,0.147,2021-05-17,"DZA","Africa","Algeria",NA,44616626,0.431168062555723,"low","low"
"71",61.57,5.193,NA,0.144,2021-05-24,"DZA","Africa","Algeria",NA,44616626,0.43896468269144,"low","low"
"72",61.57,5.783,NA,0.147,2021-05-31,"DZA","Africa","Algeria",NA,44616626,0.441597171828974,"low","low"
"73",61.57,7.588,NA,0.176,2021-06-07,"DZA","Africa","Algeria",NA,44616626,0.453193579427981,"low","low"
"74",50.46,7.873,NA,0.166,2021-06-14,"DZA","Africa","Algeria",NA,44616626,0.433347706571787,"low","low"
"75",50.46,8.171,NA,0.199,2021-06-21,"DZA","Africa","Algeria",NA,44616626,0.44959493063352,"low","low"
"76",50.46,8.152,NA,0.186,2021-06-28,"DZA","Africa","Algeria",NA,44616626,0.448817654188624,"low","low"
"77",50.46,10.009,NA,0.211,2021-07-05,"DZA","Africa","Algeria",NA,44616626,0.491493320187674,"low","low"
"78",50.46,15.933,NA,0.275,2021-07-12,"DZA","Africa","Algeria",NA,44616626,0.566220862990027,"low","low"
"79",51.85,24.155,NA,0.336,2021-07-19,"DZA","Africa","Algeria",NA,44616626,0.60343628864958,"average","low"
"80",51.85,29.374,NA,0.419,2021-07-26,"DZA","Africa","Algeria",NA,44616626,0.604676306702143,"average","average"
"81",49.07,32.858,NA,0.775,2021-08-02,"DZA","Africa","Algeria",NA,44616626,0.572748774032354,"average","average"
"82",49.07,27.043,NA,0.797,2021-08-09,"DZA","Africa","Algeria",NA,44616626,0.545018632235664,"average","average"
"83",49.07,17.931,NA,0.807,2021-08-16,"DZA","Africa","Algeria",NA,44616626,0.525838231835206,"average","low"
"84",49.07,13.195,NA,0.653,2021-08-23,"DZA","Africa","Algeria",NA,44616626,0.492113187876322,"average","low"
"85",49.07,11.159,NA,0.66,2021-08-30,"DZA","Africa","Algeria",NA,44616626,0.54833181934838,"average","low"
"86",49.07,8.77,NA,0.656,2021-09-06,"DZA","Africa","Algeria",NA,44616626,0.520880049715484,"average","low"
"87",52.78,6.365,NA,0.483,2021-09-13,"DZA","Africa","Algeria",NA,44616626,0.497727189720249,"average","low"
"88",52.78,4.691,NA,0.362,2021-09-20,"DZA","Africa","Algeria",NA,44616626,0.464857595461953,"average","low"
"89",56.48,3.557,NA,0.247,2021-09-27,"DZA","Africa","Algeria",NA,44616626,0.479812733921982,"low","low"
"90",56.48,3.324,NA,0.128,2021-10-04,"DZA","Africa","Algeria",NA,44616626,0.487309736043289,"low","low"
"91",51.85,2.497,NA,0.093,2021-10-11,"DZA","Africa","Algeria",NA,44616626,0.453293784413498,"low","low"
"92",51.85,2.142,NA,0.058,2021-10-18,"DZA","Africa","Algeria",NA,44616626,0.45367480722089,"low","low"
"93",39.81,1.726,NA,0.067,2021-10-25,"DZA","Africa","Algeria",NA,44616626,0.435851922671353,"low","low"
"94",39.81,2.123,NA,0.096,2021-11-01,"DZA","Africa","Algeria",NA,44616626,0.419939368226601,"low","low"
"95",39.81,2.203,14.39,0.083,2021-11-08,"DZA","Africa","Algeria",NA,44616626,0.437770620297229,"low","low"
"96",39.81,2.722,NA,0.131,2021-11-15,"DZA","Africa","Algeria",NA,44616626,0.392636527926444,"low","low"
"97",65.74,1.722,NA,0.076,2020-12-21,"AGO","Africa","Angola",NA,33933611,0.722488846675712,"low","low"
"98",65.74,2.568,NA,0.055,2020-12-28,"AGO","Africa","Angola",NA,33933611,0.718733776024177,"low","low"
"99",65.74,1.633,NA,0.021,2021-01-04,"AGO","Africa","Angola",NA,33933611,0.745762579534587,"low","low"
"100",62.96,2.4,NA,0.051,2021-01-11,"AGO","Africa","Angola",NA,33933611,0.708683069122807,"low","low"
"101",62.96,2.829,NA,0.08,2021-01-18,"AGO","Africa","Angola",NA,33933611,0.730212365153538,"low","low"
"102",62.96,2.315,NA,0.093,2021-01-25,"AGO","Africa","Angola",NA,33933611,0.737687802228412,"low","low"
"103",62.96,1.486,NA,0.021,2021-02-01,"AGO","Africa","Angola",NA,33933611,0.65198221659919,"low","low"
"104",61.11,1.191,NA,0.038,2021-02-08,"AGO","Africa","Angola",NA,33933611,0.635884760697964,"low","low"
"105",61.11,1.132,NA,0.076,2021-02-15,"AGO","Africa","Angola",NA,33933611,0.709470492371134,"low","low"
"106",58.33,0.703,NA,0.025,2021-02-22,"AGO","Africa","Angola",NA,33933611,0.72104717926045,"low","low"
"107",58.33,1.288,0,0.038,2021-03-01,"AGO","Africa","Angola",NA,33933611,0.675176408483896,"low","low"
"108",58.33,1.069,0.02,0.029,2021-03-08,"AGO","Africa","Angola",NA,33933611,0.68969017513206,"low","low"
"109",58.33,1.259,NA,0.025,2021-03-15,"AGO","Africa","Angola",NA,33933611,0.657824475457571,"low","low"
"110",56.48,1.473,NA,0.038,2021-03-22,"AGO","Africa","Angola",NA,33933611,0.644300182054616,"low","low"
"111",56.48,1.579,0.39,0.017,2021-03-29,"AGO","Africa","Angola",NA,33933611,0.658880403929085,"low","low"
"112",59.26,2.463,NA,0.038,2021-04-05,"AGO","Africa","Angola",NA,33933611,0.746887004616805,"low","low"
"113",58.33,3.503,NA,0.046,2021-04-12,"AGO","Africa","Angola",NA,33933611,0.656906916998012,"low","low"
"114",58.33,4.079,1.17,0.038,2021-04-19,"AGO","Africa","Angola",NA,33933611,0.671661010076775,"low","low"
"115",58.33,5.018,NA,0.084,2021-04-26,"AGO","Africa","Angola",NA,33933611,0.71946018027735,"low","low"
"116",58.33,5.991,NA,0.084,2021-05-03,"AGO","Africa","Angola",NA,33933611,0.729807577039275,"low","low"
"117",33.33,7.334,NA,0.139,2021-05-10,"AGO","Africa","Angola",NA,33933611,0.704711667542017,"low","low"
"118",33.33,8.049,NA,0.173,2021-05-17,"AGO","Africa","Angola",NA,33933611,0.718424554758865,"low","low"
"119",33.33,7.729,NA,0.227,2021-05-24,"AGO","Africa","Angola",NA,33933611,0.769721975460123,"low","low"
"120",33.33,8.117,2,0.147,2021-05-31,"AGO","Africa","Angola",NA,33933611,0.779740291274325,"low","low"
"121",41.67,5.486,NA,0.143,2021-06-07,"AGO","Africa","Angola",NA,33933611,0.719392172750978,"low","low"
"122",41.67,3.94,NA,0.152,2021-06-14,"AGO","Africa","Angola",NA,33933611,0.723581470671378,"low","low"
"123",56.94,4.033,NA,0.135,2021-06-21,"AGO","Africa","Angola",NA,33933611,0.743294578290106,"low","low"
"124",56.94,3.642,2.78,0.097,2021-06-28,"AGO","Africa","Angola",NA,33933611,0.690150325651303,"low","low"
"125",56.94,2.892,2.8,0.101,2021-07-05,"AGO","Africa","Angola",NA,33933611,0.673851775743707,"low","low"
"126",56.94,3.178,2.82,0.101,2021-07-12,"AGO","Africa","Angola",NA,33933611,0.72615566744186,"low","low"
"127",56.94,3.583,2.82,0.126,2021-07-19,"AGO","Africa","Angola",NA,33933611,0.751832475867909,"low","low"
"128",56.94,4.096,NA,0.093,2021-07-26,"AGO","Africa","Angola",NA,33933611,0.813626951219512,"low","low"
"129",56.94,4.593,NA,0.114,2021-08-02,"AGO","Africa","Angola",NA,33933611,0.792776659055118,"low","low"
"130",56.94,3.271,2.87,0.147,2021-08-09,"AGO","Africa","Angola",NA,33933611,0.757869451838879,"low","low"
"131",56.94,4.176,2.95,0.21,2021-08-16,"AGO","Africa","Angola",NA,33933611,0.734464656130268,"low","low"
"132",56.94,5.629,NA,0.253,2021-08-23,"AGO","Africa","Angola",NA,33933611,0.772155096885813,"low","low"
"133",56.94,5.283,NA,0.198,2021-08-30,"AGO","Africa","Angola",NA,33933611,0.751859060640732,"low","low"
"134",63.89,6.142,NA,0.303,2021-09-06,"AGO","Africa","Angola",NA,33933611,0.781485473737374,"low","low"
"135",63.89,8.201,NA,0.265,2021-09-13,"AGO","Africa","Angola",NA,33933611,0.853164976744186,"low","low"
"136",63.89,8.024,NA,0.269,2021-09-20,"AGO","Africa","Angola",NA,33933611,0.881103886016451,"low","low"
"137",63.89,12.373,NA,0.438,2021-09-27,"AGO","Africa","Angola",NA,33933611,0.815601412784399,"average","low"
"138",62.5,14.145,NA,0.269,2021-10-04,"AGO","Africa","Angola",NA,33933611,0.84107000969697,"low","low"
"139",62.5,11.102,NA,0.219,2021-10-11,"AGO","Africa","Angola",NA,33933611,0.804566,"low","low"
"140",79.17,137.564,NA,2.995,2020-12-21,"ARG","South America","Argentina",0.178,45605823,0.692423180423535,"high","high"
"141",79.17,135.869,NA,2.728,2020-12-28,"ARG","South America","Argentina",0.198,45605823,0.695260438505066,"high","high"
"142",79.17,183.019,NA,2.399,2021-01-04,"ARG","South America","Argentina",0.225,45605823,0.668921868543652,"high","high"
"143",79.17,256.8,NA,3.195,2021-01-11,"ARG","South America","Argentina",0.217,45605823,0.69096437390258,"high","high"
"144",79.17,239.653,NA,3.69,2021-01-18,"ARG","South America","Argentina",0.19,45605823,0.711658975974779,"high","high"
"145",79.17,211.041,0.57,3.765,2021-01-25,"ARG","South America","Argentina",0.174,45605823,0.723056074232205,"high","high"
"146",79.17,184.976,0.62,3.806,2021-02-01,"ARG","South America","Argentina",0.153,45605823,0.735815856514192,"high","high"
"147",79.17,161.784,0.71,3.599,2021-02-08,"ARG","South America","Argentina",0.137,45605823,0.755044862514892,"high","high"
"148",79.17,136.436,0.82,2.91,2021-02-15,"ARG","South America","Argentina",0.118,45605823,0.765849388137074,"high","high"
"149",77.31,127.471,1.01,3.233,2021-02-22,"ARG","South America","Argentina",0.117,45605823,0.790200931590406,"high","average"
"150",77.31,132.414,1.66,2.249,2021-03-01,"ARG","South America","Argentina",0.129,45605823,0.807706463877028,"high","high"
"151",71.76,133.664,2.64,3.27,2021-03-08,"ARG","South America","Argentina",0.144,45605823,0.806647371699403,"high","high"
"152",71.76,147.826,4.28,2.24,2021-03-15,"ARG","South America","Argentina",0.147,45605823,0.813627349512701,"high","high"
"153",70.37,157.517,5.56,2.616,2021-03-22,"ARG","South America","Argentina",0.149,45605823,0.812279910342147,"high","high"
"154",71.76,220.645,6.53,2.944,2021-03-29,"ARG","South America","Argentina",0.189,45605823,0.81423780565368,"high","high"
"155",71.76,264.841,7.84,2.694,2021-04-05,"ARG","South America","Argentina",0.233,45605823,0.815909440945557,"high","high"
"156",77.31,453.701,10.22,4.655,2021-04-12,"ARG","South America","Argentina",0.244,45605823,0.803432618220831,"high","high"
"157",77.31,508.945,12.13,4.758,2021-04-19,"ARG","South America","Argentina",0.248,45605823,0.803416659287384,"high","high"
"158",77.31,517.484,13.91,8.179,2021-04-26,"ARG","South America","Argentina",0.256,45605823,0.816337499882974,"high","high"
"159",77.31,443.245,15.46,8.473,2021-05-03,"ARG","South America","Argentina",0.237,45605823,0.814644388728439,"high","high"
"160",84.26,450.889,16.92,9.488,2021-05-10,"ARG","South America","Argentina",0.241,45605823,0.825347812937828,"high","high"
"161",84.26,535.157,17.65,10.043,2021-05-17,"ARG","South America","Argentina",0.273,45605823,0.829693997246317,"high","high"
"162",81.48,708.462,19.15,10.816,2021-05-24,"ARG","South America","Argentina",0.284,45605823,0.838160368135519,"high","high"
"163",81.48,688.036,20.78,11.317,2021-05-31,"ARG","South America","Argentina",0.295,45605823,0.841731204769518,"high","high"
"164",81.48,613.487,24.76,12.069,2021-06-07,"ARG","South America","Argentina",0.257,45605823,0.838022906078477,"high","high"
"165",77.78,525.772,28.6,12.79,2021-06-14,"ARG","South America","Argentina",0.238,45605823,0.818892659806957,"high","high"
"166",77.78,413.209,31.8,10.841,2021-06-21,"ARG","South America","Argentina",0.209,45605823,0.802709417671642,"high","high"
"167",75,458.09,35.07,11.44,2021-06-28,"ARG","South America","Argentina",0.227,45605823,0.796750118390153,"high","high"
"168",75,404.441,39.49,10.584,2021-07-05,"ARG","South America","Argentina",0.2,45605823,0.792163036630369,"high","high"
"169",75,345.153,43.47,8.564,2021-07-12,"ARG","South America","Argentina",0.171,45605823,0.76404627987091,"high","high"
"170",75,332.68,48.31,8.458,2021-07-19,"ARG","South America","Argentina",0.152,45605823,0.737485253650929,"high","high"
"171",75,282.007,52.31,6.735,2021-07-26,"ARG","South America","Argentina",0.139,45605823,0.699480836781206,"high","high"
"172",75,275.215,55.21,6.077,2021-08-02,"ARG","South America","Argentina",0.135,45605823,0.664324236670179,"high","high"
"173",75.93,257,57.4,6.002,2021-08-09,"ARG","South America","Argentina",0.117,45605823,0.654756721834832,"high","high"
"174",75.93,185.427,58.42,3.584,2021-08-16,"ARG","South America","Argentina",0.087,45605823,0.622187381865658,"high","high"
"175",75.93,161.931,59.66,4.711,2021-08-23,"ARG","South America","Argentina",0.072,45605823,0.630025867966461,"high","high"
"176",75.93,121.924,60.95,3.126,2021-08-30,"ARG","South America","Argentina",0.05,45605823,0.621470009170306,"high","average"
"177",75.93,90.233,62.15,3.339,2021-09-06,"ARG","South America","Argentina",0.043,45605823,0.591860655580192,"high","average"
"178",75.93,59.942,62.98,3.029,2021-09-13,"ARG","South America","Argentina",0.033,45605823,0.560026241506849,"high","average"
"179",75.93,45.618,63.66,2.75,2021-09-20,"ARG","South America","Argentina",0.027,45605823,0.540610075998282,"high","average"
"180",75.93,33.035,64.7,1.366,2021-09-27,"ARG","South America","Argentina",0.022,45605823,0.518442099806921,"average","average"
"181",42.59,27.5,65.49,1.031,2021-10-04,"ARG","South America","Argentina",0.02,45605823,0.480853223562929,"average","average"
"182",42.59,17.404,66.36,0.652,2021-10-11,"ARG","South America","Argentina",0.018,45605823,0.499807460594539,"average","low"
"183",42.59,22.516,NA,0.667,2021-10-18,"ARG","South America","Argentina",0.021,45605823,0.492183693548387,"average","low"
"184",42.59,25.442,72.12,0.46,2021-10-25,"ARG","South America","Argentina",0.024,45605823,0.471805262522631,"average","average"
"185",42.59,26.187,75.27,0.432,2021-11-01,"ARG","South America","Argentina",0.028,45605823,0.454171678399692,"average","average"
"186",42.59,25.448,77.23,0.482,2021-11-08,"ARG","South America","Argentina",0.03,45605823,0.447195597370583,"average","average"
"187",42.59,28.474,78.53,0.335,2021-11-15,"ARG","South America","Argentina",0.036,45605823,0.425670866908103,"average","average"
"188",NA,259.086,NA,7.364,2020-12-21,"ARM","Asia","Armenia",0.2986,2968128,0.395344934599156,"high","high"
"189",NA,186.89,NA,5.728,2020-12-28,"ARM","Asia","Armenia",0.2244,2968128,0.429960708375378,"high","high"
"190",NA,109.352,NA,4.284,2021-01-04,"ARM","Asia","Armenia",0.1664,2968128,0.453120100328947,"high","average"
"191",NA,99.534,NA,3.225,2021-01-11,"ARM","Asia","Armenia",0.1842,2968128,0.334353737505079,"high","average"
"192",NA,114.935,NA,3.225,2021-01-18,"ARM","Asia","Armenia",0.1679,2968128,0.43271632791587,"high","average"
"193",NA,68.249,NA,2.358,2021-01-25,"ARM","Asia","Armenia",0.1059,2968128,0.479932669762043,"high","average"
"194",NA,47.842,NA,1.781,2021-02-01,"ARM","Asia","Armenia",0.0799,2968128,0.439290786851211,"average","average"
"195",NA,52.414,NA,1.877,2021-02-08,"ARM","Asia","Armenia",0.0672,2968128,0.375312991162475,"high","average"
"196",NA,51.885,NA,1.155,2021-02-15,"ARM","Asia","Armenia",0.0584,2968128,0.387866280440415,"average","average"
"197",NA,60.211,NA,0.963,2021-02-22,"ARM","Asia","Armenia",0.0551,2968128,0.425390484328358,"average","average"
"198",NA,82.303,NA,1.348,2021-03-01,"ARM","Asia","Armenia",0.065,2968128,0.411328274891775,"average","average"
"199",NA,134.765,NA,1.444,2021-03-08,"ARM","Asia","Armenia",0.1395,2968128,0.378298414255469,"average","high"
"200",NA,177.409,NA,1.925,2021-03-15,"ARM","Asia","Armenia",0.1593,2968128,0.412072267716535,"high","high"
"201",NA,265.535,NA,4.572,2021-03-22,"ARM","Asia","Armenia",0.1751,2968128,0.423671188635032,"high","high"
"202",NA,313.906,NA,5.583,2021-03-29,"ARM","Asia","Armenia",0.1893,2968128,0.432275318181818,"high","high"
"203",NA,306.687,NA,6.642,2021-04-05,"ARM","Asia","Armenia",0.1874,2968128,0.387040501641497,"high","high"
"204",NA,299.082,NA,6.69,2021-04-12,"ARM","Asia","Armenia",0.2117,2968128,0.433246694078947,"high","high"
"205",NA,264.284,NA,6.835,2021-04-19,"ARM","Asia","Armenia",0.1747,2968128,0.382709856,"high","high"
"206",NA,223.854,NA,6.979,2021-04-26,"ARM","Asia","Armenia",0.1656,2968128,0.409732569802731,"high","high"
"207",NA,170.333,NA,5.246,2021-05-03,"ARM","Asia","Armenia",0.1267,2968128,0.445354698741007,"high","high"
"208",NA,112.866,NA,4.813,2021-05-10,"ARM","Asia","Armenia",0.1016,2968128,0.464079506069094,"high","average"
"209",NA,75.757,NA,4.043,2021-05-17,"ARM","Asia","Armenia",0.0704,2968128,0.431076388030888,"high","average"
"210",NA,50.778,NA,2.936,2021-05-24,"ARM","Asia","Armenia",0.046,2968128,0.44606788671024,"high","average"
"211",NA,33.114,NA,2.118,2021-05-31,"ARM","Asia","Armenia",0.0313,2968128,0.476455111956522,"high","average"
"212",NA,26.087,NA,1.203,2021-06-07,"ARM","Asia","Armenia",0.0258,2968128,0.396512,"average","average"
"213",NA,24.595,NA,1.203,2021-06-14,"ARM","Asia","Armenia",0.0228,2968128,0.438405744578313,"average","low"
"214",NA,25.509,NA,0.529,2021-06-21,"ARM","Asia","Armenia",0.021,2968128,0.34258,"average","average"
"215",NA,28.782,NA,0.529,2021-06-28,"ARM","Asia","Armenia",0.0237,2968128,0.40077072754491,"average","average"
"216",NA,36.338,NA,0.818,2021-07-05,"ARM","Asia","Armenia",0.0271,2968128,0.434766788819876,"average","average"
"217",NA,41.055,NA,0.963,2021-07-12,"ARM","Asia","Armenia",0.0262,2968128,0.379925023529412,"average","average"
"218",NA,51.163,NA,1.059,2021-07-19,"ARM","Asia","Armenia",0.0322,2968128,0.382559791991101,"average","average"
"219",NA,66.805,NA,1.011,2021-07-26,"ARM","Asia","Armenia",0.0354,2968128,0.49773865,"average","average"
"220",NA,75.372,NA,1.492,2021-08-02,"ARM","Asia","Armenia",0.039,2968128,0.464993659313726,"average","average"
"221",NA,87.645,NA,1.54,2021-08-09,"ARM","Asia","Armenia",0.0396,2968128,0.436529798825257,"average","average"
"222",NA,121.144,NA,2.358,2021-08-16,"ARM","Asia","Armenia",0.0577,2968128,0.421031267270668,"high","average"
"223",NA,147.808,NA,2.888,2021-08-23,"ARM","Asia","Armenia",0.0627,2968128,0.424803033369214,"high","high"
"224",NA,179.334,NA,3.273,2021-08-30,"ARM","Asia","Armenia",0.0816,2968128,0.339995595185996,"high","high"
"225",NA,175.82,NA,4.524,2021-09-06,"ARM","Asia","Armenia",0.0862,2968128,0.391938877149877,"high","high"
"226",NA,186.842,NA,4.524,2021-09-13,"ARM","Asia","Armenia",0.0978,2968128,0.414671513172967,"high","high"
"227",NA,230.833,NA,6.016,2021-09-20,"ARM","Asia","Armenia",0.1241,2968128,0.409867094881398,"high","high"
"228",NA,243.78,NA,5.824,2021-09-27,"ARM","Asia","Armenia",0.1321,2968128,0.397733810588235,"high","high"
"229",NA,303.703,NA,6.401,2021-10-04,"ARM","Asia","Armenia",0.103,2968128,0.366341255214724,"high","high"
"230",NA,367.716,11.59,8.567,2021-10-11,"ARM","Asia","Armenia",0.1363,2968128,0.414003306633292,"high","high"
"231",NA,492.181,NA,11.07,2021-10-18,"ARM","Asia","Armenia",0.1187,2968128,0.368363998857143,"high","high"
